"id","trait","note"
"UKB-b-2973","Diagnoses - secondary ICD10: K31.8 Other specified diseases of stomach and duodenum","41204#K318: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-298","Frequency of stair climbing in last 4 weeks","943: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2988","Number of fluid intelligence questions attempted within time limit","20128: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2993","Duration of light DIY","1021: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3005","Operation code: arthroscopy nos","20004#1493: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-301","Operation code: foot surgery","20004#1494: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3016","Years since last breast cancer screening / mammogram","2684: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3018","Age at death","40007: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3027","Diagnoses - secondary ICD10: K31.7 Polyp of stomach and duodenum","41204#K317: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3035","Operative procedures - main OPCS: E36.9 Unspecified diagnostic endoscopic examination of larynx","41200#E369: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3044","Non-cancer illness code, self-reported: colitis/not crohns or ulcerative colitis","20002#1459: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3073","Operative procedures - secondary OPCS: U21.2 Computed tomography NEC","41210#U212: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3083","Operation code: mastectomy","20004#1368: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3095","Diagnoses - main ICD10: H25.1 Senile nuclear cataract","41202#H251: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3114","Operative procedures - secondary OPCS: Y21.8 Other specified cytology of organ NOC","41210#Y218: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3115","Diagnoses - secondary ICD10: Y83.2 Surgical operation with anastomosis, bypass or graft","41204#Y832: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3132","Operation code: eye surgery","20004#1434: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3145","Diagnoses - main ICD10: C44.5 Skin of trunk","41202#C445: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3188","3mm weak meridian angle (left)","5103: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3196","Leg pain when walking uphill or hurrying","5474: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3211","Operative procedures - main OPCS: H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope","41200#H259: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3229","Diagnoses - secondary ICD10: D70 Agranulocytosis","41204#D70: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-323","Illnesses of father: Alzheimer's disease/dementia","20107#10: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3258","Number of attempts","4291: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3278","Length of menstrual cycle","3710: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3304","Friendships satisfaction","4570: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3337","Treatment/medication code: nasonex 0.05% aqueous nasal spray","20003#1141150944: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3355","Diagnoses - main ICD10: D50.9 Iron deficiency anaemia, unspecified","41202#D509: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3357","Birth weight of first child","2744: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3370","Operation code: breast cyst/abscess removal","20004#1513: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3376","Number of measurements made","3137: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-338","Sex of baby: Female","41226#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3380","Treatment/medication code: pravastatin","20003#1140888648: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3386","3mm weak meridian angle (right)","5100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3388","Operation code: ear surgery","20004#1127: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3412","Diagnoses - secondary ICD10: N81.6 Rectocele","41204#N816: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3422","Operation code: spine or back surgery","20004#1320: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3454","Operative procedures - secondary OPCS: C71.2 Phacoemulsification of lens","41210#C712: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3460","Alcohol intake versus 10 years previously","1628: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3467","Non-cancer illness code, self-reported: bronchitis","20002#1412: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3469","Diagnoses - main ICD10: I21.9 Acute myocardial infarction, unspecified","41202#I219: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3475","Operative procedures - secondary OPCS: M45.9 Unspecified diagnostic endoscopic examination of bladder","41210#M459: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3498","Operation code: discectomy","20004#1531: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3499","Fractured heel (right)","4096: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3502","Frequency of other exercises in last 4 weeks","3637: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3503","Treatment/medication code: Free-text entry, unable to be coded","20003#99999: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-352","Total errors traversing alphanumeric path (trail #2)","20248: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3540","Operative procedures - secondary OPCS: Z47.3 Skin of cheek","41210#Z473: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3549","3mm strong meridian angle (left)","5104: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3560","Operative procedures - secondary OPCS: Z29.1 Rectum","41210#Z291: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3563","Vitamin and mineral supplements: Folic acid or Folate (Vit B9)","6155#6: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3586","Operation code: breast surgery","20004#1365: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3596","Diagnoses - main ICD10: D22.3 Melanocytic naevi of other and unspecified parts of face","41202#D223: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3656","Number of treatments/medications taken","137: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3665","Leg pain on walking : effect of standing still","5518: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3666","Family relationship satisfaction","4559: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3672","Diagnoses - secondary ICD10: K44.9 Diaphragmatic hernia without obstruction or gangrene","41204#K449: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3683","Diagnoses - main ICD10: B34.9 Viral infection, unspecified","41202#B349: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3686","Operative procedures - secondary OPCS: Y98.2 Radiology of two body areas","41210#Y982: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3693","Non-cancer illness code, self-reported: spontaneous pneumothorax/recurrent pneumothorax","20002#1126: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3700","Operation code: hysterectomy","20004#1357: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3703","Non-cancer illness code, self-reported: heart arrhythmia","20002#1077: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3709","Wants to stop smoking","3496: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3725","Operative procedures - secondary OPCS: K63.4 Coronary arteriography using two catheters","41210#K634: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-373","Diagnoses - main ICD10: N32.8 Other specified disorders of bladder","41202#N328: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3752","Operative procedures - main OPCS: H52.4 Rubber band ligation of haemorrhoid","41200#H524: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3768","Age when periods started (menarche)","2714: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3770","Diagnoses - main ICD10: J34.2 Deviated nasal septum","41202#J342: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-378","Errors before selecting correct item in numeric path (trail #1)","20147: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3793","Time spent driving","1090: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3798","Fractured bone site(s): Leg","6151#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3802","Diagnoses - main ICD10: N50.8 Other specified disorders of male genital organs","41202#N508: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3822","Frequency of depressed mood in last 2 weeks","2050: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3823","Operative procedures - secondary OPCS: Y84.2 Sedation NEC","41210#Y842: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3825","Age angina diagnosed","3627: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3831","Average weekly intake of other alcoholic drinks","5364: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3841","Symbol digit completion status","20245: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3855","Attendance/disability/mobility allowance: None of the above","6146#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3859","Treatment/medication code: indapamide","20003#1140866078: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3897","Diagnoses - secondary ICD10: Z86.0 Personal history of other neoplasms","41204#Z860: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-391","Diagnoses - secondary ICD10: Z72.1 Alcohol use","41204#Z721: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3923","Operative procedures - main OPCS: F02.1 Excision of lesion of lip","41200#F021: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3951","Treatment/medication code: gtn 400micrograms spray","20003#1140851812: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3957","Sleeplessness / insomnia","1200: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3965","Diagnoses - main ICD10: G56.0 Carpal tunnel syndrome","41202#G560: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3982","Operative procedures - main OPCS: M47.8 Other specified urethral catheterisation of bladder","41200#M478: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3983","Diagnoses - main ICD10: I25.9 Chronic ischaemic heart disease, unspecified","41202#I259: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-3991","Operation code: retinal operation/vitrectomy","20004#1437: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
